,band rock punk guitar bands,rap hop hip rapper beats,pop love record voice life,metal black death doom riffs,tracks track sounds electronic work,class
2487,0.00222691041106,0.0,0.0311393409098,0.0,0.0167012188404,folk/country
5217,0.0,0.0145015332088,0.0135657633129,0.00130857497881,0.0239426664866,pop/r&b
5114,0.0165899455295,0.00375316125879,0.00949364323633,0.0,0.0190751989018,electronic
11506,0.0304395572158,0.000884456955076,0.0119797572671,0.0154910669617,0.0,rock
1720,0.0,0.00658630500668,0.0344361380317,0.0,0.00809478192679,pop/r&b
6214,0.0132869850736,0.00099360024374,0.0142193039363,0.0,0.0131884647071,rock
5144,0.0,0.0,0.00974429634673,0.0,0.0287883860915,experimental
8470,0.0,0.0334195479454,0.0,0.0,0.0314491109279,electronic
8218,0.00039425145129,0.000424228249712,0.00890644282925,0.0,0.0410225853998,jazz
6878,0.00393746637535,0.0,0.0248284125041,0.00154860017817,0.0217176437028,rock
12163,0.0135528601078,0.0,0.00690668459428,0.0120665004566,0.0281901867229,global
5568,0.00175980665998,0.0567185120918,0.0154670210709,0.0,0.0,pop/r&b
7470,0.00474012998886,0.0,0.0161973267488,0.0,0.0215111381725,experimental
12114,0.00807993952185,0.0,0.0120099825865,0.0,0.0187239040438,jazz
9648,0.00905871261722,0.0443151046373,0.00652531447039,0.0,0.020854528234,jazz
164,0.00311349576044,0.00211444185093,0.0456161309439,0.0,0.0,pop/r&b
4587,0.0243117150914,0.00523134728807,0.0140093508855,0.0464679110778,0.0109323395527,metal
287,0.01953198151,0.00843153378563,0.014087339204,0.0,0.0204890334158,jazz
109,0.00196234460264,0.0,0.0118910696571,0.000799068477723,0.024784362582,folk/country
8679,0.00116647838639,0.00427929425869,0.0299315278518,0.0,0.0114045070168,rock
14016,0.0,0.0261026150574,0.0168725494194,0.0,0.0093837212047,metal
4578,0.0,0.00379909571296,0.0300893213258,0.0,0.020824609336,pop/r&b
14743,0.0,0.00245231460355,0.0192264112613,0.0,0.0226681277335,jazz
1238,0.0150831993339,0.0,0.0114886527227,0.0671930705956,0.00187592523292,metal
7517,0.0125385320209,0.0,0.00488395478355,0.102521604056,0.0,metal
14435,0.00210412624281,0.00927315184445,0.0282481104776,0.00291528056596,0.0106531994634,rock
9107,0.0414410013082,0.0,0.00595258033217,0.0250697162624,0.00830509371021,global
1088,0.00443243258987,0.00252594578836,0.0201317306257,0.0,0.00694073802952,global
3984,0.0,0.063232926471,0.0119595950158,0.0,0.00640162664453,rap
8713,0.0154196641547,0.0,0.00882126606758,0.0,0.0279673388654,folk/country
3803,0.00318042318233,0.0322756477218,0.00721940858862,0.000716956412884,0.0238892499815,rap
10053,0.0,0.0,0.0199076667933,0.0,0.0217962315955,folk/country
5395,0.00121309269495,0.0115163261058,0.00542565775289,0.0125440939432,0.0377086006812,electronic
919,0.0119920461079,0.00212671228648,0.00596062697349,0.0,0.043453539212,jazz
2245,0.00976588471421,0.0,0.00810490283043,0.0165022271765,0.0252434914368,metal
12132,0.00210402791165,0.0563226267538,0.00473286267395,0.0,0.0101149870275,rap
14812,0.0295312568233,0.0,0.0335599878739,0.0,0.000661201403022,metal
2306,0.0,0.0051388730496,0.00143100738534,0.0,0.0400439200187,electronic
10263,0.0,0.0084127527011,0.0393785998755,0.00182039127487,0.0067159054577,rock
1147,0.0,0.0,0.0276284720191,0.0,0.0174551204393,pop/r&b
4794,0.00752984125585,0.00795942614968,0.021027994704,0.0176370488346,0.00954702414665,metal
8890,0.00477604438113,0.0,0.0204838911831,0.0,0.0166109924742,global
12828,0.00249352552279,0.0,0.0103728372942,0.0565896153733,0.0283061320528,metal
9062,0.00371860894614,0.00529796523741,0.0251213840691,0.000513596454586,0.00826756271073,folk/country
1194,0.0,0.0,0.0133202753564,0.0,0.0171443283864,global
15050,0.0,0.0320464743445,0.000322523805465,0.0,0.0318127097995,electronic
3435,0.00725712893137,0.00118791990083,0.00530212803229,0.0789363851814,0.00672124801582,metal
15506,0.0,0.00906255562614,0.0134339815781,0.0,0.0241859407161,pop/r&b
9675,0.0,0.000683090113102,0.00630341662444,0.0,0.0282640040447,folk/country
5596,0.0,0.0481216289347,0.00181048469505,0.0,0.0326697866587,rap
1174,0.00982546460554,0.0,0.0161081208474,0.0229533647121,0.0178986416259,metal
4368,0.0147385138566,0.0,0.0237395571123,0.0161474352123,0.0222135280019,metal
6817,0.0,0.0,0.0288701883228,0.0,0.00943452361721,folk/country
14611,0.00499549265376,0.004506029725,0.0241118242618,0.00193670174015,0.0145694283786,folk/country
10131,0.0,0.0,0.0170052023063,0.00802386688944,0.0272954415446,experimental
10010,0.0225515712147,0.00391277974834,0.0267809943153,0.0,0.0,rock
8150,0.00460218243812,0.071111035697,0.0141328558462,0.0047467837946,0.0,rap
15200,0.00735267777,0.0,0.0242236331591,0.0,0.0239975955789,rock
9732,0.0125809846149,0.0256109171183,0.00642976506731,0.0,0.0371699633796,rock
689,0.00922208689778,0.0,0.017850024807,0.0,0.0108947585309,folk/country
11933,0.0,0.058375330318,0.0125361982253,0.0,0.00195285243229,rap
12258,0.0,0.0,0.0116514673114,0.0,0.0342643759294,experimental
2559,0.0304036509926,0.0,0.0115843308246,0.039661330091,0.016536877266,metal
5155,0.0,0.000792931534253,0.0144392238774,0.0217323934213,0.0251234119422,rock
10784,0.0,0.00981873598295,0.0101187875156,0.0,0.0298392054084,global
2307,0.0,0.0227632096732,0.0133115658149,0.0,0.0134265372142,rap
12327,0.002155653793,0.0,0.00838807395363,0.0,0.0281573431005,electronic
13749,0.00547647856858,0.0,0.0258674619523,0.0,0.0175606398498,folk/country
9932,0.0189549751272,0.0,0.0285579321787,0.0,0.0114316166477,rock
7847,0.00635726706409,0.0204468687663,0.0179166014464,0.00196999809917,0.00841449976979,pop/r&b
1013,0.0110119435911,0.0255936171433,0.0181754316955,0.0,0.0112322761578,global
6451,0.0147719275983,0.0,0.0330142889409,0.0,0.0,rock
4601,0.0,0.00301267945071,0.0218263885009,0.00760382619047,0.0234863295446,global
322,0.0,0.00015019762677,0.00880672466497,0.0,0.0393764314746,experimental
6048,0.00942870897701,0.0,0.0100492219917,0.0,0.0200293334024,pop/r&b
11096,0.0,0.0,0.024645599607,0.0290240828512,0.0110265292439,folk/country
15256,0.0286675542632,0.00583311537234,0.0143265114886,3.85006597642e-05,0.0220840143024,experimental
12077,0.0103852205836,0.0,0.0250666756212,0.0,0.00476725553002,folk/country
14945,0.0025760481776,0.0,0.00660209484801,0.0,0.053927263596,electronic
9698,0.00743840407441,0.00930975253914,0.0274176266135,0.0363302584565,0.0,electronic
10289,0.0,0.00721519906644,0.00972489345528,0.0,0.0404197720801,experimental
4797,0.0,0.0624172119218,0.0135228787748,0.000293525085481,4.06035460304e-05,rap
731,0.00406837078579,0.0,0.00300900169612,0.0,0.035029103745,experimental
14331,0.0,0.0,0.0036027551449,0.0,0.0362926582735,experimental
8587,0.00249190117586,0.0,0.0123117517991,0.0,0.0345788800615,electronic
14491,0.019272064138,0.00681832544188,0.0240294679187,0.00135890449974,0.00542145301026,global
4000,0.00569341426988,0.0522104401007,0.0167062466329,0.0,0.0130024630786,rap
11617,0.0168810561879,0.0,0.0270386103275,0.0,0.0156076575068,folk/country
963,0.00450891439701,0.0,0.010646261719,0.0,0.0356081801149,experimental
6178,0.00722654512063,0.0517105731491,0.0,0.00279963725721,0.0279231916204,rap
10000,0.00525805234739,0.00383259042658,0.02043541268,0.0,0.0225170727546,rock
6181,0.0048298164434,0.00614067839952,0.012923820693,0.0,0.02137594865,electronic
3794,0.0223873396396,0.00187339101233,0.00278142778519,0.0587313714759,0.019860647591,metal
3060,0.000979118442433,0.0,0.0414225180602,0.0,0.0,folk/country
10062,0.062459104869,0.0,0.00504545810986,0.0,0.0,rock
11885,0.0221251347613,0.00513932388567,0.00663132496382,0.0,0.0171673905825,global
2643,0.0041351717842,0.0505798980815,0.00271043961827,0.0,0.0112280201119,rap
12931,0.0102648012912,0.00429879221001,0.0100481811097,0.0,0.0294819963405,jazz
1258,0.000772967816184,0.0,0.0171459512857,0.0379410903122,0.0188620993077,metal
8933,0.0217261981863,0.00303790668509,0.0103106355444,0.0,0.016750819282,global
12460,0.0023326531013,0.000643000298032,0.0381857442311,0.0,0.0116703348357,pop/r&b
2897,0.0239552139722,0.0,0.0126998084621,0.0209571126941,0.0175659829849,metal
4511,0.00973157996017,0.0,0.00331760795779,0.0,0.0409154558266,electronic
10267,0.0,0.08768706972,0.0101613305676,0.00129381171581,0.0,rap
1981,0.000751972780055,0.0,0.0,0.0,0.0470883020317,electronic
15383,0.0135071827402,0.00328634217975,0.0346459965696,0.0,0.000942383039833,rock
1819,0.0,0.00262737919403,0.0155257246891,0.0,0.0361762810497,pop/r&b
6572,0.0402042496199,0.0,0.00670501079898,0.0104933604789,0.0119886187125,global
15181,0.0393009210777,0.00499156208632,0.011798486004,0.0,0.0208055601573,jazz
8555,0.00352200014757,0.0,0.00657164654298,0.00450296821214,0.037210922891,electronic
15099,0.0,0.0,0.0,0.00162668182212,0.0418331252405,electronic
14413,0.00158802872053,0.0,0.0319253595281,0.0,0.0126857887585,pop/r&b
7261,0.0300300391583,0.0,0.0156322373064,0.0,0.0130822338798,global
8818,0.0,0.0,0.025779552934,0.0142980081657,0.00849955564651,folk/country
7585,0.0227912481666,0.00276126133923,0.00997966403862,0.00125055977291,0.0161792561491,jazz
6378,0.0,0.0695679508134,0.0105145950329,0.0,0.00305823900675,rap
8504,0.0354614860238,0.00332517722296,0.0129992919358,0.0,0.0,rock
1151,0.00375643734751,0.0,0.0270894876987,0.0,0.0157709311821,rock
3076,0.00616193322366,0.021484811922,0.0218678271713,0.0,0.00917036439952,rap
6204,0.0,0.0,0.0360009355776,0.0,0.0163926795543,folk/country
1905,0.0152788222624,0.00598003421132,0.0241200534998,0.00102744375419,0.0111316680322,rock
5950,0.0,0.00580943885014,0.0109175549724,0.0,0.0336463212943,global
13453,0.0,0.0,0.0338554982654,0.0,0.0159006690276,experimental
3259,0.0,0.0479645113095,0.00698957305321,0.0,0.0251704885066,rap
9412,0.00489246384929,0.0,0.0166243850329,0.0,0.0168112959639,jazz
6965,0.00414580531787,0.0,0.0166422750762,0.0,0.0162226722051,global
8479,0.000349869115439,0.0831909136569,0.0,0.00479175690923,0.0047856490324,rap
7880,0.0,0.0,0.040111304267,0.0,0.00486286492591,folk/country
15904,0.0,0.0,0.0317939708251,0.0,0.00480114963741,rock
1744,0.0,0.0082047727723,0.0409387290893,0.0,0.0,folk/country
174,0.0,0.0,0.00340704927625,0.0128065047662,0.0341518365382,experimental
380,0.0,0.00110663100334,0.0186157870285,5.12835353424e-05,0.0367709169067,electronic
5505,0.0,0.0,0.00904313009613,0.0052555274768,0.0337178641395,electronic
11745,0.0123274894169,0.0,0.0111475390483,0.00590134497093,0.0118189272198,metal
2714,0.00929645028776,0.0,0.019613490305,0.0,0.0110900899049,experimental
14612,0.00482124141487,0.00738169191402,0.0288375342038,0.0,0.0108449363187,pop/r&b
10863,0.0,0.0,0.0204893396122,0.0,0.0257612117471,electronic
8992,0.0155801763336,0.00206145227634,0.0144319685461,0.0,0.0172861577391,rock
101,0.0,0.0,0.0023705868668,0.0,0.0426077447334,experimental
5674,0.0,0.00967703514159,0.0130450763773,0.0,0.03032160348,jazz
5399,0.0,0.0,0.0,0.012214856149,0.0345674644478,experimental
7538,0.00278883017428,0.00244963066726,0.00880371650773,0.00054569832902,0.0302019451344,global
14161,0.0204525562395,0.0,0.0348932788412,0.0,0.0,rock
11057,0.00390333354475,0.0,0.034119755568,0.00124754340503,0.00156181356581,folk/country
5469,0.00678726712382,0.0,0.03084126811,0.0,0.0063904939127,folk/country
2681,0.0,0.0620299594387,0.0149878252382,0.00446271105601,0.00196948888342,rap
7511,0.0,0.0,0.0214746641096,0.0,0.025528251561,global
13434,0.0,0.0034055695238,0.00749146703302,0.0,0.0445426590443,electronic
2883,0.0114831421805,0.0,0.0215514723602,0.0,0.0328421379817,experimental
7650,0.00333666757303,0.00152109142169,0.0119066670419,0.0852402070157,0.0169539576585,metal
2752,0.0,0.0126075036612,0.00631992919733,0.0,0.0347914858686,electronic
12392,0.00593992955649,0.00508696401179,0.0147735370891,0.0,0.0192597658674,electronic
5201,0.0,0.0,0.0296621515837,0.0,0.0115360608512,pop/r&b
2642,0.0,0.0154341765409,0.0388346861162,0.0,0.00533733910949,rap
14917,0.0,0.000559671597505,0.0281083435511,0.0689350360677,0.00171713785688,metal
11395,0.0333084951116,0.00134846468162,0.0156665793767,0.0390092205231,0.00337593824299,metal
9041,0.0,0.0,0.0186272686989,0.0,0.0259483068014,electronic
2276,0.0,0.0,0.00990482044326,0.0,0.0255685853562,experimental
15624,0.0,0.00745421608323,0.0149067035133,0.0,0.0278221046586,jazz
7846,0.0071832260027,0.00880376958171,0.0173544695781,0.00105493625598,0.0204055210211,folk/country
12771,0.0,0.0024326773679,0.00818852492406,0.0,0.0352988789734,jazz
10835,0.0112278636296,0.0,0.00937636987855,0.006492092273,0.0370136499052,experimental
15202,0.0100130982825,0.0,0.0189380867266,0.00555919202684,0.0259096540733,folk/country
10300,0.000771245287737,0.0152033268665,0.0261881612441,0.0,0.0204973331765,electronic
7559,0.000572768005556,0.0,0.0225086941767,0.0155651315235,0.0168060793243,experimental
14006,0.00608599753647,0.0,0.0232778596015,0.000185464070442,0.0176155223884,rock
1018,0.0,0.0472027301812,0.033340746164,0.0,0.0,rap
10702,0.00881218596308,0.00205313538201,0.0254975485535,0.0,0.0152956189325,metal
5851,0.00584269093479,0.00033938264815,0.029676838217,0.00152433580411,0.0132720556196,folk/country
13263,0.000886084044975,0.0141086770683,0.0256671084509,0.00347800407595,0.0,jazz
3843,0.0163798603509,0.0,0.00416541935647,0.0187589641826,0.0226935903863,experimental
2646,0.00790923902736,0.0,0.0289217844147,0.0,0.0148110184557,folk/country
5607,0.0,0.0310898825797,0.0,0.0,0.0313638846437,rap
3031,0.0,0.0,0.0269912478742,0.0,0.0142175329107,folk/country
250,0.00272080266218,0.0,0.0407475771329,0.0,0.00292359074096,rock
4094,0.000209637459699,0.00187612644748,0.0114759576557,0.0,0.0333450911266,electronic
10143,0.0191943139745,0.0,0.0131051622463,0.00279555360467,0.0222906663131,folk/country
1621,0.0,0.0,0.0204013868455,0.00206613161636,0.0314086444885,global
5056,0.0,0.023640993728,0.0204997791439,0.0,0.0124265311246,electronic
10005,0.0109401008802,0.0,0.00202092395318,0.000346361306288,0.0365345225769,global
3827,0.0,0.0,0.013152361952,0.0,0.0358210240942,electronic
760,0.00350856518599,0.0,0.0350084352508,0.00206925951605,0.00396841439294,pop/r&b
652,0.0,0.0591581637941,0.01443168314,0.0,0.00543802939439,rap
8211,0.000796261953468,0.0100849446218,0.0293564021784,0.00220763753632,0.0103326049684,global
9556,0.0,0.00291564329576,0.0317824948915,0.0,0.0142798098719,global
6477,0.0,0.00225533517462,0.0145401469267,0.0,0.0224677556084,pop/r&b
15899,0.0,0.0139359991772,0.0154032199717,0.000738847254119,0.0227452172223,electronic
9637,0.00652972206252,0.0375401221471,0.00276119783767,0.0,0.0327283470869,rap
11789,0.028582005686,0.0,0.0155868149917,0.0,0.0,rock
2108,0.0219375762767,0.000649372456488,0.0104507464628,0.0518735431778,0.00436386730457,metal
996,0.0144236016551,0.0,0.00927490089536,0.0,0.0292680169724,experimental
6012,0.0,0.00491239703789,0.000344961745338,0.0,0.0508317254748,electronic
4763,0.000780986056719,0.0,0.0443055701463,0.0,0.00960014768362,folk/country
722,0.0,0.00270514579736,0.0324219238218,0.0,0.0,pop/r&b
5943,0.00916416355022,0.0,0.0182910064599,0.0,0.0262675035978,folk/country
2403,0.00785415142186,0.0,0.0210598706871,0.0,0.0312739125122,jazz
6334,0.0137227664007,0.0,0.000175777777184,0.011570946477,0.0435721763559,electronic
11907,0.0,0.00344763537863,0.0239534465568,0.0,0.00810234194653,electronic
9184,0.00315135472419,0.00341108235433,0.0228023205841,0.0,0.00708182707651,folk/country
4594,0.0326769997006,0.00346372471254,0.0144945566582,0.0616699955996,0.00260912378154,metal
8346,0.00673716542015,0.0,0.0186359918827,0.0,0.0166479180533,folk/country
2719,0.0246754742294,0.000959547017658,0.0112998416589,0.0687082697986,0.00545621511878,metal
4215,0.0053975616547,0.00748650733678,0.0160871859946,0.00272188343002,0.0264235805465,experimental
10630,0.0191614874431,0.0,0.0151852087323,0.0,0.0111802365569,folk/country
1379,0.0,0.0151720936012,0.0,0.0,0.035311354938,electronic
2095,0.000932758021661,0.0375816556025,0.0317789003664,0.0,0.0,rap
8060,0.0,0.0,0.00792621381606,0.0,0.0315363850849,experimental
14655,0.00374207497704,0.0,0.0158105214199,0.00105439353783,0.0372391434793,electronic
8508,0.0,0.0547663772309,0.0238390468214,0.0,0.0,pop/r&b
9247,0.021113957024,0.0,0.00804373658672,0.0,0.020438641175,global
12648,0.0,0.0,0.0164336816812,0.0,0.0212175284892,pop/r&b
1209,0.00283819927637,0.0177193291956,0.0227158036332,0.0,0.0031042419216,rap
3027,0.0240562017741,0.0,0.00535703257563,0.00202724315522,0.0217260581371,jazz
14318,0.0147837130005,0.0,0.013845409066,0.0,0.0172375610467,experimental
2249,0.0,0.0442764444525,0.00706138594771,0.0,0.00981827584906,rap
2308,0.0,0.0747931303144,0.00336332002359,0.0,0.00201016708881,rap
10296,0.00108921908273,0.0,0.00891636581941,0.0156017193988,0.0348398124611,metal
2912,0.0114400290492,0.0,0.00564711060527,0.0,0.0347419841882,experimental
1768,0.0187952954321,0.0015448225855,0.0175491771293,0.00539212846246,0.0237635941502,metal
10146,0.0278698923163,0.0,0.00852362301142,0.0,0.00668632532485,rock
2965,0.000705170110217,0.0,0.0423768089241,0.00163642023693,0.000514293547908,folk/country
10350,0.0,0.0468259416155,0.0229114596435,0.0,0.00398064279243,rap
2952,0.0215590963643,0.001619070653,0.0180272082171,0.0,0.0083132062175,experimental
9852,0.00605345263244,0.0322592315902,0.0113302802731,0.0,0.0138615113768,rap
15560,0.000540993291304,0.0176110049303,0.023526950631,0.0,0.0128341437078,jazz
5645,0.0200503895919,0.0,0.0227209598486,4.72406501278e-05,0.00279936674109,pop/r&b
14184,0.0,0.042744639529,0.0,0.00457260378217,0.0286936600924,rap
4031,0.0,0.0667912063471,0.0117837411137,0.0,0.0,rap
11557,0.00762689124846,0.0118264547076,0.0195588036145,0.0,0.0223864096255,global
6747,0.0311279746095,0.0,0.0,0.0,0.0257853292634,jazz
13802,0.010616566921,0.0119253693906,0.00709666083694,0.023885248226,0.0337195661573,jazz
2399,0.0,0.0341353061704,0.0279328505473,0.00104897910668,0.0,rap
7918,0.025000169704,0.0,0.0142728306786,0.0,0.0163312715608,folk/country
10780,0.0138200654193,0.0,0.00502994965812,0.0432127249695,0.022329035568,metal
8232,0.00982131030283,0.00298444811864,0.0169344650055,0.00379766092104,0.0069511089062,rock
1637,0.0,0.0,0.0,0.0,0.0410690194555,experimental
28,0.0369969645841,0.0067826505917,0.0233583862529,0.0326556113299,0.00099325567376,metal
106,0.0319426343035,0.00222432999452,0.0268273943495,0.00400234110937,0.00300840890217,metal
10111,0.0117073899775,0.0,0.0133688844411,0.0,0.0325990193458,electronic
11608,0.0,0.00555875439745,0.0295275283663,0.00141150534832,0.0144673711731,global
8280,0.0020209639421,0.0,0.0292243146337,0.0,0.00840211376744,rock
529,0.0,0.0167210267331,0.0389765874512,0.0157648125398,0.0,pop/r&b
3186,0.0,0.0212934044762,0.0318814376493,0.0,0.0127066077765,global
15587,0.0122598060346,0.0185268543656,0.012296788878,0.0,0.00824517262215,electronic
11836,0.00481490960616,0.00125473799562,0.0280613055314,0.00496499549164,0.00958384746874,jazz
10226,0.00727123170678,0.0,0.019524893368,0.00769195501215,0.0122673521715,experimental
4345,0.0107687157084,4.32837165369e-05,0.0311928305671,0.0,0.0112029446975,global
3278,0.0,0.0152722495332,0.0445861424371,0.0,0.00141519267517,pop/r&b
8415,0.0,0.0,0.0323890017921,0.00191823471227,0.0121558712403,experimental
6855,0.0142122860056,0.0,0.0127570559367,0.0,0.0269246944141,jazz
